reviews_bin_tk1000_sq1500
0,0.015,77.47,0.782,196.076
1,0.0136,80.44,0.809,195.606
2,0.013,81.52,0.819,195.61
3,0.0127,82.33,0.827,195.494
4,0.0124,82.51,0.829,195.628
5,0.0122,82.98,0.833,195.727
6,0.012,83.15,0.835,195.685
7,0.012,83.38,0.837,195.793
8,0.012,83.3,0.837,195.795
9,0.0118,83.61,0.84,195.878
83.61
