essays_bin_tk5000_sq500
0,0.0161,74.29,0.748,13.778
1,0.0123,82.71,0.828,12.381
2,0.0109,85.36,0.854,12.731
3,0.0101,86.55,0.866,12.323
4,0.0094,87.49,0.875,12.473
5,0.0087,88.41,0.884,11.361
6,0.0079,89.86,0.899,11.475
7,0.0074,90.75,0.908,11.331
8,0.0069,91.52,0.915,11.427
9,0.0065,92.01,0.92,11.451
92.01
