essays_std_tk1000_sq500
0,0.0052,11.271
1,0.0033,10.651
2,0.0029,10.738
3,0.0027,10.46
4,0.0025,10.475
5,0.0024,10.614
6,0.0023,10.617
7,0.0022,10.635
8,0.0021,10.63
9,0.002,10.582
0.002
