reviews_cat_tk1000_sq1500
0,0.0271,68.7,0.762,195.822
1,0.0238,71.53,0.762,194.968
2,0.0227,72.79,0.769,194.968
3,0.022,73.35,0.774,195.076
4,0.0216,73.91,0.777,195.051
5,0.0213,74.07,0.777,195.02
6,0.021,74.27,0.779,195.097
7,0.0208,74.65,0.779,195.146
8,0.0207,74.77,0.78,195.118
9,0.0206,75.0,0.782,195.197
75.0
