reviews_cat_tk1000_sq500
0,0.0268,68.78,0.761,49.086
1,0.0238,71.31,0.764,48.064
2,0.0227,72.58,0.767,47.949
3,0.0221,73.33,0.771,48.396
4,0.0217,73.88,0.774,48.424
5,0.0213,74.15,0.776,48.386
6,0.021,74.43,0.778,48.487
7,0.0207,74.8,0.779,48.264
8,0.0207,74.94,0.781,48.234
9,0.0206,75.05,0.781,48.312
75.05
