essays_bin_tk500_sq500
0,0.0172,71.93,0.729,14.326
1,0.0145,78.92,0.793,14.273
2,0.0134,80.56,0.808,16.067
3,0.0126,81.98,0.822,15.376
4,0.0121,82.81,0.83,15.616
5,0.0115,83.73,0.839,14.975
6,0.0111,84.05,0.842,15.714
7,0.0108,84.91,0.85,14.547
8,0.0105,85.16,0.853,15.409
9,0.01,86.03,0.861,15.661
86.03
